Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
12.6,0,0.075603699,13,215.1218,5,1,2,3,3205.827,34
5.94,1,0.029372367,1,186.7556,8,2,0,1,3942.8676,22
16.7,0,0.070096518,4,217.885,1,0,2,1,3894.93,32
7.39,0,0.120258245,11,141.547,6,2,1,1,2290.352,15
20.7,1,0.079281476,0,100.1042,6,2,1,1,892.8378,15
12.6,0,0.097768728,9,142.4496,4,2,0,0,564.5984,34
12.6,1,0.104786172,13,172.2764,5,1,2,3,1545.9876,34
18.2,1,0.043626605,0,241.4196,0,1,2,0,482.0392,21
20.2,1,0.117839328,0,195.211,3,1,2,2,2356.932,10
12.6,0,0.089858447,9,84.5882,5,1,2,3,2061.3168,34
12.6,1,0.185008985,6,42.3796,4,2,0,0,123.8388,34
17.75,1,0.156701315,4,240.7538,1,0,2,1,4566.7222,32
8.71,1,0.0,4,43.5744,2,1,1,1,498.0184,12
18.85,1,0.139087683,13,251.7724,2,1,1,1,3020.0688,12
20.75,0,0.089243789,2,192.0478,6,2,1,1,4649.9472,15
12.5,1,0.073721115,3,85.6198,6,2,1,1,610.5386,15
5.325,1,0.138679995,4,53.7298,8,2,0,1,862.8768,22
12.6,0,0.240268248,13,156.463,4,2,0,0,312.926,34
16.75,0,0.0,6,255.3988,8,2,0,1,4625.9784,22
16.0,0,0.040911824,13,141.2496,1,0,2,1,3387.5904,32
13.35,1,0.149974858,13,179.766,3,1,2,2,5932.278,10
11.8,1,0.026072872,10,99.8674,2,1,1,1,1018.674,12
10.65,1,0.085482761,13,231.4668,3,1,2,2,3225.1352,10
12.1,0,0.015521768,9,165.8526,2,1,1,1,3124.5994,12
9.395,0,0.099101845,13,105.828,6,2,1,1,1704.448,15
19.6,0,0.025281802,8,152.0024,6,2,1,1,2884.2456,15
14.1,0,0.125675936,6,86.9198,1,0,2,1,1133.8574,32
12.6,0,0.07204818,2,177.937,5,1,2,3,6881.043,34
16.5,1,0.068263916,3,104.799,7,1,1,1,1238.388,17
14.3,1,0.109144085,6,88.2856,0,1,2,0,175.7712,21
7.51,0,0.017425784,6,227.901,6,2,1,1,459.402,15
17.25,0,0.035118834,4,93.412,9,1,0,1,932.12,20
5.785,1,0.054066567,6,87.0856,3,1,2,2,1406.1696,10
13.65,1,0.012823829,13,55.5588,2,1,1,1,916.1408,12
6.26,1,0.009883257,10,149.8366,9,1,0,1,1964.7758,20
12.6,1,0.041754584,13,53.464,5,1,2,3,1597.92,34
19.7,0,0.112036236,13,174.937,0,1,2,0,882.185,21
19.7,1,0.161610636,3,255.2014,2,1,1,1,3570.0196,12
13.65,1,0.078909166,4,186.724,9,1,0,1,4474.176,20
20.1,0,0.077769768,8,63.0536,3,1,2,2,980.0576,10
12.6,1,0.021951613,6,250.9092,1,0,2,1,4731.1748,32
20.85,0,0.097770004,15,222.8746,9,1,0,1,3589.9936,20
12.6,0,0.094817105,7,77.9012,4,2,0,0,75.9012,34
15.6,0,0.066726133,11,185.8924,8,2,0,1,3516.7556,22
5.98,0,0.043809261,6,146.8418,2,1,1,1,1765.7016,12
12.6,1,0.0,12,184.3582,4,2,0,0,185.7582,34
16.35,0,0.032671446,10,165.4842,3,1,2,2,1492.0578,10
14.15,0,0.095378221,14,170.5106,8,2,0,1,2395.5484,22
12.1,0,0.0,14,145.1444,1,0,2,1,3338.3212,32
9.895,0,0.060188932,9,233.0642,7,1,1,1,6041.4692,17
8.51,0,0.016135764,9,195.6478,9,1,0,1,4262.4516,20
17.0,0,0.126220187,9,126.7362,6,2,1,1,1258.362,15
12.6,1,0.024286378,6,194.711,5,1,2,3,5892.33,34
9.0,0,0.065350715,13,175.437,9,1,0,1,3175.866,20
5.11,0,0.035071955,9,163.221,2,1,1,1,2773.057,12
19.5,1,0.030742083,3,85.554,9,1,0,1,1211.756,20
9.195,0,0.015949001,0,84.1592,2,1,1,1,1238.388,12
16.7,1,0.038496166,13,147.5102,1,0,2,1,5540.7876,32
19.0,0,0.017746826,8,210.8244,9,1,0,1,2540.6928,20
12.3,0,0.111274591,0,35.0874,8,2,0,1,458.7362,22
12.6,0,0.065272284,5,256.1646,5,1,2,3,3349.6398,34
14.15,0,0.183472595,14,82.0276,6,2,1,1,1624.552,15
12.6,0,0.08918772,9,128.9678,4,2,0,0,254.3356,34
10.395,0,0.030281543,0,116.3176,3,1,2,2,1259.6936,10
17.0,0,0.211306673,9,125.1362,0,1,2,0,251.6724,21
15.85,1,0.061190964,10,47.1744,9,1,0,1,996.0368,20
10.195,0,0.107307677,13,149.8076,1,0,2,1,2217.114,32
12.6,0,0.067441726,4,57.4272,4,2,0,0,111.8544,34
6.57,0,0.066338717,7,261.4278,3,1,2,2,4165.2448,10
8.43,0,0.0,14,195.3768,2,1,1,1,1576.6144,12
7.39,0,0.120524922,11,142.247,7,1,1,1,2433.499,17
16.0,0,0.061192211,15,224.1404,2,1,1,1,4725.8484,12
13.1,0,0.075056542,4,76.0354,9,1,0,1,601.8832,20
12.6,0,0.017556795,8,129.9626,5,1,2,3,3410.2276,34
13.5,1,0.129077455,15,95.2068,7,1,1,1,583.2408,17
20.6,1,0.047896393,6,185.8556,1,0,2,1,1689.8004,32
15.2,0,0.021240491,3,216.9824,9,1,0,1,4804.4128,20
12.6,0,0.031743707,4,179.1344,5,1,2,3,1605.9096,34
5.88,0,0.003612411,7,154.1998,2,1,1,1,3537.3954,12
6.03,0,0.022796178,4,178.1028,3,1,2,2,1416.8224,10
12.6,1,0.133279499,10,112.6202,4,2,0,0,675.1212,34
18.85,0,0.016132592,8,130.2626,9,1,0,1,3016.7398,20
7.68,0,0.152429537,8,85.5224,1,0,2,1,1278.336,32
15.35,0,0.035348491,9,124.673,2,1,1,1,2093.941,12
13.1,0,0.020903193,4,119.2782,9,1,0,1,3098.6332,20
10.1,0,0.054853377,8,198.6084,3,1,2,2,2182.4924,10
12.6,1,0.106971167,10,44.7744,4,2,0,0,135.8232,34
12.65,0,0.035482562,0,231.401,7,1,1,1,2526.711,17
14.6,1,0.042923071,6,109.8254,1,0,2,1,1627.881,32
11.1,1,0.036174285,5,176.0712,3,1,2,2,1581.9408,10
12.6,1,0.033597374,10,197.2426,5,1,2,3,3163.8816,34
8.63,1,0.028320655,3,172.5422,9,1,0,1,2241.7486,20
9.6,0,0.0,9,163.9184,6,2,1,1,4293.0784,15
19.6,0,0.056744064,14,55.6614,0,1,2,0,165.7842,21
19.35,1,0.039990314,14,165.0868,9,1,0,1,982.7208,20
14.0,0,0.030155224,6,214.7192,7,1,1,1,3020.0688,17
12.15,0,0.062541552,15,34.3532,3,1,2,2,251.6724,10
8.195,0,0.031403441,0,93.8462,8,2,0,1,647.8234,22
8.325,0,0.029845243,6,41.6138,7,1,1,1,284.2966,17
7.475,0,0.149125615,6,241.6854,3,1,2,2,6042.135,10
12.6,1,0.170382726,5,45.2718,4,2,0,0,47.2718,34
6.385,0,0.083768522,7,109.8596,1,0,2,1,3235.788,32
12.6,1,0.116793684,13,41.0112,4,2,0,0,42.6112,34
18.5,1,0.062205112,5,148.3418,1,0,2,1,1765.7016,32
11.5,0,0.0463847,13,118.9124,2,1,1,1,1540.6612,12
7.93,0,0.071425647,8,45.9086,3,1,2,2,1070.6064,10
12.6,0,0.033929133,14,154.3972,4,2,0,0,311.5944,34
13.65,0,0.036033639,13,183.7924,7,1,1,1,2591.2936,17
12.35,1,0.158337479,10,157.9946,1,0,2,1,3313.6866,32
14.0,0,0.030140981,6,216.0192,9,1,0,1,2588.6304,20
9.6,0,0.024515221,8,189.2214,9,1,0,1,3956.8494,20
14.0,1,0.105125569,5,143.2812,6,2,1,1,3277.0676,15
8.89,0,0.00547348,5,100.5016,6,2,1,1,1315.6208,15
16.85,1,0.133385398,13,109.8544,0,1,2,0,223.7088,21
12.6,0,0.047098175,9,75.5354,4,2,0,0,150.4708,34
7.05,1,0.055548003,1,225.3088,6,2,1,1,5816.4288,15
17.1,0,0.128614205,6,111.6886,9,1,0,1,1556.6404,20
12.6,0,0.047551568,3,249.1092,5,1,2,3,8217.3036,34
19.7,0,0.066879757,13,174.437,1,0,2,1,1587.933,32
16.1,1,0.160379061,5,33.6558,3,1,2,2,203.7348,10
11.3,1,0.054861393,10,96.9094,2,1,1,1,952.094,12
6.035,0,0.141542481,13,153.1998,7,1,1,1,1537.998,17
17.6,1,0.053397642,15,46.706,3,1,2,2,699.09,10
6.675,0,0.021710275,9,34.9874,7,1,1,1,247.0118,17
15.5,1,0.075688032,0,262.9568,1,0,2,1,1845.5976,32
9.395,0,0.045340279,13,85.025,9,1,0,1,2080.625,20
16.1,0,0.100149459,6,78.4328,1,0,2,1,1158.492,32
15.0,1,0.162348584,3,185.9266,2,1,1,1,4610.665,12
9.6,0,0.036341539,6,142.9154,9,1,0,1,3261.7542,20
14.1,0,0.087920675,4,228.5668,1,0,2,1,1151.834,32
11.5,1,0.042087749,5,192.682,7,1,1,1,3861.64,17
12.1,0,0.016921927,7,178.366,2,1,1,1,4314.384,12
7.42,0,0.020423549,13,249.0092,9,1,0,1,2988.1104,20
15.1,0,0.173833129,13,196.511,7,1,1,1,4713.864,17
12.6,1,0.256152243,12,151.005,4,2,0,0,149.805,34
9.285,1,0.021002641,13,161.1578,6,2,1,1,4011.445,15
7.855,1,0.0,4,220.1482,3,1,2,2,4600.0122,10
12.6,1,0.091780142,5,182.5266,5,1,2,3,6454.931,34
12.85,0,0.033220169,6,196.6768,8,2,0,1,2759.0752,22
13.8,0,0.141234932,4,263.7884,1,0,2,1,5564.7564,32
15.0,0,0.19899855,13,226.5694,0,1,2,0,913.4776,21
10.8,0,0.049709624,6,246.8144,6,2,1,1,2450.144,15
14.3,1,0.065153295,6,88.4856,1,0,2,1,1406.1696,32
9.8,1,0.015087112,10,250.1408,6,2,1,1,4005.4528,15
11.5,1,0.037782943,13,106.6254,2,1,1,1,325.5762,12
9.21,0,0.008782561,6,119.8414,7,1,1,1,1340.2554,17
12.6,0,0.142728113,8,95.141,5,1,2,3,2510.066,34
10.0,0,0.073493831,8,118.344,9,1,0,1,1797.66,20
18.5,0,0.025907416,10,87.7172,2,1,1,1,802.9548,12
20.6,1,0.046280998,13,177.4344,2,1,1,1,1962.7784,12
9.3,0,0.044624064,9,245.4802,1,0,2,1,3193.8426,32
11.395,0,0.009898492,8,48.8034,7,1,1,1,777.6544,17
11.8,0,0.189689886,14,184.3924,0,1,2,0,370.1848,21
8.01,0,0.070189131,7,37.9532,1,0,2,1,826.9236,32
15.0,0,0.119374946,13,229.3694,3,1,2,2,5024.1268,10
13.35,0,0.065215312,0,93.4804,3,1,2,2,1102.5648,10
12.6,1,0.095635061,10,130.7942,5,1,2,3,3047.3666,34
12.6,1,0.216107535,13,86.8514,4,2,0,0,354.2056,34
10.5,0,0.048009081,7,157.0946,6,2,1,1,2209.1244,15
21.25,0,0.019533098,13,120.4756,2,1,1,1,1938.8096,12
17.0,1,0.026568875,3,142.047,8,2,0,1,3149.234,22
9.3,0,0.111127966,1,63.1826,1,0,2,1,2002.0606,32
15.7,0,0.03723211,14,183.1634,8,2,0,1,5634.6654,22
15.75,0,0.140603316,7,252.8382,8,2,0,1,6308.455,22
12.6,0,0.075368868,8,35.2532,5,1,2,3,970.7364,34
14.5,1,0.063962842,1,263.1594,9,1,0,1,2616.594,20
12.6,1,0.102830104,0,172.6422,4,2,0,0,344.8844,34
12.6,0,0.01031535,9,208.4954,5,1,2,3,3751.1172,34
7.1,0,0.110633958,6,173.808,2,1,1,1,1211.756,12
14.5,1,0.0,13,159.3262,6,2,1,1,2864.2716,15
17.35,0,0.014721579,5,73.1038,7,1,1,1,886.8456,17
18.0,0,0.019465205,8,128.6994,3,1,2,2,2441.4886,10
6.615,1,0.091895319,3,248.6408,1,0,2,1,3504.7712,32
12.6,1,0.118535581,1,256.3988,4,2,0,0,256.9988,34
11.5,1,0.037646623,13,107.5254,7,1,1,1,325.5762,17
19.1,0,0.092060694,11,183.7608,9,1,0,1,4777.7808,20
12.6,0,0.04765803,13,188.3898,5,1,2,3,5238.5144,34
7.05,1,0.05587277,1,222.1088,2,1,1,1,4026.7584,12
12.6,0,0.017295906,8,47.1034,4,2,0,0,145.8102,34
16.35,0,0.02844314,9,98.141,0,1,2,0,386.164,21
18.35,1,0.094296835,6,84.3882,8,2,0,1,1116.5466,22
9.105,0,0.064410783,9,33.39,0,1,2,0,33.29,21
7.63,1,0.134684292,13,47.0402,6,2,1,1,1470.0864,15
12.6,0,0.029299175,10,140.318,4,2,0,0,139.818,34
12.6,0,0.210021713,4,44.2744,4,2,0,0,90.5488,34
7.55,0,0.027224917,3,152.934,7,1,1,1,2450.144,17
12.6,0,0.021184746,11,189.553,4,2,0,0,379.506,34
5.5,0,0.047059016,11,100.1016,1,0,2,1,2125.2336,32
7.59,1,0.14526636,6,172.908,9,1,0,1,6231.888,20
9.5,0,0.041851461,14,31.49,1,0,2,1,466.06,32
6.11,1,0.152262171,14,44.4086,7,1,1,1,1159.8236,17
5.655,0,0.085757338,6,164.75,2,1,1,1,1498.05,12
7.285,0,0.049954435,4,156.5288,6,2,1,1,2356.932,15
10.65,0,0.048762383,11,165.2526,9,1,0,1,3946.8624,20
17.7,1,0.0,6,46.8034,2,1,1,1,923.4646,12
12.8,0,0.075996742,6,97.141,1,0,2,1,2799.689,32
19.85,0,0.0,8,126.1704,3,1,2,2,1877.556,10
15.7,1,0.204984538,6,111.0544,0,1,2,0,223.7088,21
15.6,0,0.173573164,6,114.4518,2,1,1,1,2390.8878,12
9.8,1,0.056339618,1,84.2908,1,0,2,1,755.0172,32
19.5,0,0.014262413,9,57.1614,1,0,2,1,331.5684,32
16.2,0,0.03338006,14,74.0696,8,2,0,1,1416.8224,22
17.6,1,0.016024651,1,44.0402,6,2,1,1,597.2226,15
13.6,0,0.11830085,13,196.2136,2,1,1,1,1944.136,12
18.85,0,0.167552202,9,193.1136,6,2,1,1,2332.9632,15
15.1,1,0.067181098,13,258.8304,9,1,0,1,5424.9384,20
17.35,0,0.0,11,79.2618,3,1,2,2,966.7416,10
12.6,1,0.0,3,169.879,4,2,0,0,339.558,34
20.7,0,0.021431134,0,157.0288,8,2,0,1,2199.8032,22
13.5,1,0.068256316,4,60.9562,2,1,1,1,533.3058,12
12.6,0,0.0,8,40.348,4,2,0,0,79.896,34
12.6,1,0.014143673,13,187.3872,5,1,2,3,2836.308,34
13.1,0,0.075563757,4,168.1158,6,2,1,1,2005.3896,15
12.15,0,0.018439138,5,254.7698,9,1,0,1,5073.396,20
12.6,1,0.074620291,4,120.1782,4,2,0,0,357.5346,34
12.6,1,0.041370245,5,46.2376,5,1,2,3,814.9392,34
12.6,1,0.020312314,10,98.1042,5,1,2,3,2777.7176,34
12.6,0,0.128532558,12,34.2216,4,2,0,0,173.108,34
15.1,0,0.055195461,6,216.1166,6,2,1,1,5007.4818,15
16.7,0,0.022065676,4,110.5886,8,2,0,1,1556.6404,22
14.65,0,0.011212719,11,55.6614,7,1,1,1,1049.9666,17
13.3,0,0.063925726,5,151.8708,2,1,1,1,1655.1788,12
20.1,0,0.034848629,9,118.6782,2,1,1,1,2502.7422,12
14.3,1,0.0,6,89.8856,3,1,2,2,1406.1696,10
7.42,0,0.02050719,13,249.7092,2,1,1,1,7719.2852,12
12.6,0,0.025960174,13,214.885,5,1,2,3,4976.855,34
9.5,0,0.085020342,7,188.7872,1,0,2,1,1701.7848,32
7.075,0,0.097660814,4,141.8128,0,1,2,0,143.8128,21
12.6,0,0.111654545,5,157.063,4,2,0,0,312.926,34
7.96,0,0.0,3,160.7894,2,1,1,1,3235.788,12
6.135,0,0.115265695,14,160.5236,7,1,1,1,2094.6068,17
14.6,1,0.043133816,6,109.7254,3,1,2,2,651.1524,10
14.3,1,0.049676157,10,212.4586,8,2,0,1,3799.0548,22
12.6,0,0.176834351,9,172.1422,5,1,2,3,5000.8238,34
12.6,0,0.103918113,13,100.67,4,2,0,0,399.48,34
8.315,1,0.035644325,0,147.1444,7,1,1,1,870.8664,17
10.1,0,0.279783532,14,241.8512,0,1,2,0,484.7024,21
9.895,1,0.048738014,5,262.1278,9,1,0,1,3904.917,20
11.5,1,0.020686161,4,85.054,2,1,1,1,1731.08,12
18.25,0,0.079342006,5,226.0062,9,1,0,1,1805.6496,20
4.635,0,0.140889111,1,127.0994,8,2,0,1,1927.491,22
18.5,1,0.062245149,5,145.8418,6,2,1,1,5591.3884,15
5.365,1,0.140811559,12,173.5764,3,1,2,2,2061.3168,10
6.095,0,0.08152738,11,140.3154,3,1,2,2,1843.6002,10
12.6,0,0.058198141,8,110.4544,5,1,2,3,4250.4672,34
16.75,0,0.081446638,6,257.0988,9,1,0,1,6424.97,20
21.25,0,0.019462623,13,120.8756,7,1,1,1,1575.2828,17
12.6,0,0.072317217,9,230.2668,5,1,2,3,8062.838,34
12.1,0,0.020684919,13,148.5734,2,1,1,1,1336.2606,12
15.1,0,0.087604871,10,242.2512,0,1,2,0,484.7024,21
8.6,1,0.0,1,131.531,9,1,0,1,2466.789,20
17.6,0,0.041681059,14,164.2526,9,1,0,1,1315.6208,20
15.35,0,0.015676231,11,144.047,8,2,0,1,286.294,22
8.26,0,0.034397781,7,115.7834,6,2,1,1,2073.3012,15
6.57,0,0.096880574,9,191.482,8,2,0,1,5020.132,22
11.6,0,0.017817285,3,177.0686,3,1,2,2,1422.1488,10
20.35,1,0.014909465,6,232.3958,2,1,1,1,6076.0908,12
12.15,0,0.0,11,254.904,8,2,0,1,4048.064,22
17.35,1,0.041439718,5,93.7804,1,0,2,1,2848.2924,32
7.0,0,0.151405587,3,107.728,8,2,0,1,2024.032,22
8.5,0,0.097803261,3,50.5324,1,0,2,1,882.8508,32
12.6,0,0.196659953,9,125.8046,4,2,0,0,249.0092,34
14.5,1,0.041313203,3,42.0454,9,1,0,1,377.5086,20
9.195,1,0.130657442,10,106.4596,0,1,2,0,215.7192,21
17.75,1,0.029700018,6,140.3838,9,1,0,1,1404.838,20
8.775,0,0.0,6,111.3228,9,1,0,1,1436.7964,20
16.7,1,0.070312473,0,189.6214,2,1,1,1,2826.321,12
15.2,0,0.019064377,13,238.2248,9,1,0,1,3555.372,20
20.5,0,0.020605032,6,91.083,8,2,0,1,539.298,22
12.6,0,0.0,9,115.2176,5,1,2,3,1030.6584,34
5.21,0,0.011072173,9,257.8962,2,1,1,1,4402.9354,12
10.3,1,0.0,6,115.7176,2,1,1,1,1717.764,12
18.25,0,0.060342304,15,165.9526,9,1,0,1,1644.526,20
21.25,0,0.113833823,8,232.83,7,1,1,1,1398.18,17
8.6,0,0.032615377,8,142.9154,6,2,1,1,992.7078,15
10.3,1,0.024935297,0,172.0422,9,1,0,1,3966.1706,20
9.5,0,0.074345268,13,251.9724,8,2,0,1,3523.4136,22
9.3,0,0.042283454,7,125.4388,6,2,1,1,3715.164,15
9.195,1,0.047387144,5,50.8666,2,1,1,1,871.5322,12
7.68,0,0.152865879,8,84.9224,7,1,1,1,1619.2256,17
12.6,0,0.163148041,9,116.6124,5,1,2,3,3199.8348,34
12.1,0,0.02984176,14,144.4444,7,1,1,1,3628.61,17
11.6,0,0.038511676,4,57.7272,6,2,1,1,503.3448,15
9.695,1,0.047622786,5,246.2144,3,1,2,2,3675.216,10
12.0,0,0.07554831,0,121.9388,8,2,0,1,3219.8088,22
19.0,0,0.067447572,13,132.9626,8,2,0,1,1967.439,22
6.38,0,0.03187163,4,179.5344,1,0,2,1,4103.9912,32
20.5,1,0.112638016,6,195.5478,7,1,1,1,3874.956,17
12.6,1,0.056192276,1,103.1648,5,1,2,3,1973.4312,34
5.695,1,0.06797671,1,257.4988,3,1,2,2,3083.9856,10
19.2,1,0.142189843,3,153.8314,0,1,2,0,155.1314,21
20.35,1,0.014813268,6,234.9958,1,0,2,1,5842.395,32
9.195,0,0.080442371,9,107.7622,0,1,2,0,105.8622,21
17.85,0,0.03781972,14,191.6188,6,2,1,1,2475.4444,15
12.6,0,0.092145264,1,120.7098,5,1,2,3,3735.8038,34
14.6,0,0.025702994,9,199.9084,8,2,0,1,2380.9008,22
10.195,1,0.012483408,10,195.411,7,1,1,1,2749.754,17
17.85,0,0.0,5,148.005,3,1,2,2,898.83,10
7.5,0,0.036204764,8,176.1028,1,0,2,1,1948.1308,32
6.59,0,0.026238087,9,121.6098,7,1,1,1,2410.196,17
10.895,0,0.137584599,4,262.2568,2,1,1,1,3954.852,12
12.6,0,0.080741927,10,220.8798,5,1,2,3,6170.6344,34
14.6,0,0.059741172,9,179.6976,2,1,1,1,5070.7328,12
12.6,1,0.214423791,6,111.6544,4,2,0,0,335.5632,34
9.6,0,0.051677051,13,258.062,3,1,2,2,2856.282,10
12.6,0,0.168455549,13,211.0612,4,2,0,0,418.1224,34
10.3,1,0.0,6,189.053,7,1,1,1,5313.084,17
17.0,1,0.016055615,13,228.4352,2,1,1,1,8245.2672,12
8.645,0,0.021619564,3,50.6982,9,1,0,1,736.3748,20
16.0,1,0.173027688,13,155.2972,9,1,0,1,3583.3356,20
6.155,1,0.095045476,10,213.456,3,1,2,2,2556.672,10
13.85,1,0.025891588,5,165.121,6,2,1,1,2936.178,15
12.6,1,0.205484395,0,198.011,4,2,0,0,392.822,34
13.1,0,0.037793818,6,173.8054,2,1,1,1,2801.6864,12
12.6,0,0.045002624,9,196.5084,4,2,0,0,198.4084,34
11.8,0,0.054460571,7,77.0012,2,1,1,1,2277.036,12
15.5,1,0.075736746,0,265.5568,6,2,1,1,4482.1656,15
14.15,0,0.014719325,9,196.911,0,1,2,0,392.822,21
12.6,0,0.066828857,9,114.186,5,1,2,3,1924.162,34
12.6,1,0.23653561,15,184.1924,4,2,0,0,185.0924,34
20.7,0,0.04903471,6,39.9506,2,1,1,1,872.8638,12
15.2,0,0.035497039,3,216.7824,0,1,2,0,436.7648,21
11.5,0,0.017638893,8,132.7626,6,2,1,1,2885.5772,15
21.25,0,0.01945343,13,120.8756,9,1,0,1,1454.1072,20
14.1,0,0.11326743,0,54.5956,8,2,0,1,1037.3164,22
9.395,1,0.109713464,14,41.3112,2,1,1,1,255.6672,12
12.6,1,0.0,5,130.531,5,1,2,3,5582.733,34
7.895,1,0.094952408,2,101.1332,3,1,2,2,1332.9316,10
14.0,0,0.029026218,8,131.331,2,1,1,1,3635.268,12
5.365,1,0.140123575,12,172.0764,1,0,2,1,2748.4224,32
16.35,0,0.03272295,10,165.7842,2,1,1,1,1823.6262,12
15.75,0,0.135836828,9,100.37,2,1,1,1,1298.31,12
7.5,0,0.036382524,8,177.9028,3,1,2,2,1416.8224,10
14.8,0,0.0,10,189.3846,1,0,2,1,4777.115,32
7.07,0,0.094201018,13,115.8834,2,1,1,1,1036.6506,12
20.5,0,0.143506376,9,34.719,9,1,0,1,768.999,20
12.6,1,0.133347119,4,193.0794,4,2,0,0,975.397,34
18.0,0,0.124428516,5,119.9124,6,2,1,1,948.0992,15
9.5,1,0.221856492,5,231.8668,0,1,2,0,230.3668,21
15.0,0,0.071312064,8,125.7362,1,0,2,1,3020.0688,32
20.1,1,0.022425236,6,226.3036,8,2,0,1,910.8144,22
11.0,1,0.133352623,3,219.7798,9,1,0,1,2644.5576,20
18.7,0,0.046079558,8,151.5682,6,2,1,1,1982.0866,15
12.6,0,0.0,8,64.2168,5,1,2,3,1278.336,34
15.15,1,0.066446521,5,147.976,3,1,2,2,732.38,10
14.1,0,0.066979957,13,196.7084,9,1,0,1,3174.5344,20
8.42,0,0.187918654,8,65.4168,0,1,2,0,127.8336,21
12.6,0,0.051924192,13,121.0072,5,1,2,3,2940.1728,34
12.6,0,0.054806734,6,145.1444,5,1,2,3,3918.8988,34
8.27,0,0.018813601,8,237.988,8,2,0,1,7190.64,22
12.6,0,0.094910421,1,84.5566,4,2,0,0,253.6698,34
8.615,0,0.116722514,6,95.4436,3,1,2,2,567.2616,10
12.6,0,0.244338986,4,105.9306,4,2,0,0,209.0612,34
9.8,0,0.013863257,14,45.106,9,1,0,1,1398.18,20
12.6,1,0.021471456,13,131.0284,4,2,0,0,131.8284,34
12.6,0,0.0,10,109.1938,5,1,2,3,2036.6822,34
13.65,1,0.026067434,13,78.8302,2,1,1,1,713.0718,12
6.385,1,0.123710526,13,37.1874,8,2,0,1,247.0118,22
20.5,0,0.119547387,0,108.9596,9,1,0,1,539.298,20
16.85,1,0.079690403,13,113.4544,8,2,0,1,2908.2144,22
7.785,0,0.088691614,6,61.851,6,2,1,1,1454.773,15
12.6,0,0.104784329,6,150.4366,4,2,0,0,151.1366,34
12.6,0,0.032024659,10,62.7194,5,1,2,3,1857.582,34
10.8,0,0.041950753,8,190.0214,7,1,1,1,2449.4782,17
15.0,1,0.091018048,3,60.2904,0,1,2,0,117.1808,21
5.175,0,0.037398953,3,84.2224,8,2,0,1,852.224,22
11.6,0,0.017845372,3,179.0686,2,1,1,1,5688.5952,12
6.775,0,0.105459307,9,84.625,7,1,1,1,2496.75,17
9.31,0,0.038032068,5,61.351,7,1,1,1,822.263,17
15.0,0,0.064504433,7,47.306,2,1,1,1,652.484,12
13.3,0,0.021306635,0,119.8124,9,1,0,1,1896.1984,20
16.0,1,0.116063284,6,59.1246,3,1,2,2,753.0198,10
12.6,0,0.059336763,13,212.1902,4,2,0,0,424.7804,34
6.48,0,0.034091649,13,146.2076,2,1,1,1,2364.9216,12
12.6,1,0.081955735,3,142.0838,4,2,0,0,280.9676,34
12.6,0,0.088551694,9,191.5504,5,1,2,3,5944.2624,34
12.5,0,0.071230537,15,128.102,6,2,1,1,885.514,15
8.39,1,0.024185517,5,115.7176,1,0,2,1,1374.2112,32
17.7,1,0.041163522,6,80.8276,2,1,1,1,1868.2348,12
12.5,1,0.0,6,80.8592,0,1,2,0,82.5592,21
12.6,0,0.0,13,248.8092,5,1,2,3,6474.2392,34
15.6,0,0.087719692,13,218.5798,8,2,0,1,4407.596,22
10.65,0,0.048677482,11,166.1526,6,2,1,1,2466.789,15
12.35,0,0.041907648,8,36.2216,3,1,2,2,346.216,10
6.035,1,0.065783783,0,188.224,8,2,0,1,5779.144,22
6.155,1,0.094807042,10,213.356,9,1,0,1,3835.008,20
16.75,0,0.128778474,1,89.1856,1,0,2,1,1581.9408,32
16.75,0,0.060668416,4,172.4106,7,1,1,1,2908.8802,17
15.1,0,0.056067524,9,139.8496,3,1,2,2,1270.3464,10
21.25,0,0.114066204,8,233.03,3,1,2,2,5592.72,10
9.395,1,0.10039894,0,89.6856,8,2,0,1,878.856,22
17.6,0,0.097135675,4,89.3856,1,0,2,1,1318.284,32
12.6,0,0.032610007,9,37.4822,5,1,2,3,942.7728,34
13.15,1,0.165616415,6,172.6764,9,1,0,1,2061.3168,20
5.035,1,0.0,1,228.2036,8,2,0,1,4781.7756,22
12.6,1,0.030362777,4,210.5244,5,1,2,3,6775.1808,34
12.6,0,0.03409886,11,162.621,4,2,0,0,815.605,34
12.6,0,0.145951533,9,160.9552,4,2,0,0,162.4552,34
5.48,0,0.015138834,5,81.925,7,1,1,1,3079.325,17
19.35,1,0.031069993,13,112.0544,0,1,2,0,223.7088,21
9.195,0,0.115535487,5,59.5246,2,1,1,1,810.9444,12
5.26,1,0.02454694,1,95.7068,9,1,0,1,1166.4816,20
12.6,1,0.067175915,0,187.124,5,1,2,3,3728.48,34
6.235,0,0.118674359,9,261.691,8,2,0,1,3155.892,22
11.8,1,0.057421582,10,149.9366,8,2,0,1,1662.5026,22
20.7,1,0.114022125,4,92.9436,1,0,2,1,2174.5028,32
13.6,0,0.010033871,9,177.937,3,1,2,2,2293.681,10
5.82,0,0.080765853,9,169.179,9,1,0,1,2037.348,20
7.76,0,0.05930285,13,98.77,1,0,2,1,1697.79,32
