SEX,EDUCATION,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,Default 
0,2,23,2,2,2,0,0,2,1
0,4,23,0,0,0,2,2,-2,0
0,3,22,2,2,-2,-2,-2,-2,1
0,4,22,-1,2,2,2,2,2,1
0,4,22,0,0,0,0,2,0,0
0,4,22,0,0,0,0,0,0,0
0,3,22,-1,2,2,2,0,0,1
0,4,22,0,0,0,0,0,0,0
0,4,24,0,0,0,0,0,-2,0
0,4,24,0,0,0,0,0,0,0
0,3,24,0,0,0,2,2,-1,0
0,4,23,-1,-1,-1,0,0,0,0
0,2,23,0,0,0,-1,0,0,0
0,4,21,0,0,0,0,0,0,0
0,4,22,1,-1,2,-1,0,0,0
0,4,22,2,2,2,2,2,2,0
0,2,22,-2,-2,-2,-2,-2,-2,0
0,4,24,-1,-1,-1,2,0,0,0
0,4,22,2,0,0,0,0,0,1
0,4,23,-1,-1,-1,-1,-1,-1,0
0,3,22,0,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,0
0,4,23,1,2,0,0,0,2,1
0,3,23,2,0,0,0,0,2,0
0,3,22,0,0,0,0,0,0,0
0,3,22,0,0,0,0,2,0,0
0,2,23,0,0,0,0,0,0,0
0,4,23,1,-1,0,0,0,0,0
0,4,23,2,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,0
0,2,23,3,2,0,0,0,0,0
0,4,23,1,2,2,2,2,2,0
0,2,23,0,0,0,0,0,0,0
0,3,24,-1,0,0,0,0,0,0
0,3,25,0,0,0,0,0,0,0
0,3,25,2,0,0,0,0,0,1
0,3,25,-1,-1,-1,-1,-1,-1,0
0,4,26,-1,0,0,0,0,0,0
0,3,26,0,0,0,0,0,0,0
0,4,22,1,2,2,2,0,0,0
0,4,22,2,2,2,0,0,0,1
0,2,23,0,0,0,0,0,0,0
0,3,24,0,0,0,0,0,0,0
0,4,21,0,0,0,0,0,0,0
0,3,25,0,0,0,0,0,0,0
0,3,25,-1,-1,-1,-1,-2,-1,0
0,4,30,0,0,0,0,0,0,1
0,2,23,1,2,0,0,0,2,1
0,4,31,0,0,0,0,0,0,0
0,2,22,3,2,2,4,4,4,1
0,4,35,-1,-1,0,0,0,0,0
0,3,23,0,0,0,0,2,0,0
0,4,24,0,0,0,-1,-1,-2,0
0,4,25,0,0,0,0,0,0,1
0,4,22,0,0,2,0,0,0,0
0,3,37,-2,-2,-2,-2,-2,-2,0
0,3,38,0,0,0,0,0,0,0
0,4,22,0,0,0,0,-1,0,0
0,4,24,0,0,0,-1,-1,-1,0
0,4,22,1,-2,-1,2,2,-2,0
0,4,25,0,0,0,0,0,0,0
0,4,26,0,0,0,0,0,0,0
0,3,24,0,0,0,0,0,0,0
0,3,25,-1,-1,-1,-2,-1,-1,0
0,3,27,1,-1,0,-1,-1,0,0
0,4,21,0,0,0,0,0,0,0
0,4,22,1,2,2,2,0,0,0
0,4,23,0,0,-2,-2,-2,-2,1
0,2,23,2,2,0,0,0,2,1
0,4,23,0,0,0,0,0,0,1
0,3,23,-2,-2,-1,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,2,23,0,0,0,0,0,0,0
0,4,23,-1,0,-1,-1,-1,-1,0
0,3,24,-1,-1,-1,-2,-2,-1,0
0,4,24,0,0,0,0,0,0,1
0,2,24,-2,-2,-2,-2,-2,-2,0
0,4,24,1,2,0,0,0,0,0
0,4,24,1,2,0,0,0,2,1
0,4,24,0,0,0,0,-1,0,0
0,4,24,0,0,0,0,0,0,0
0,4,24,0,0,0,0,0,0,0
0,4,24,-1,0,0,0,0,0,0
0,4,23,-1,-1,-1,-1,-1,-1,1
0,4,26,-1,-1,-1,-1,-1,-1,0
0,4,23,0,0,0,0,0,0,0
0,4,23,0,0,0,0,0,-1,0
0,3,24,0,0,0,0,0,0,0
0,3,24,-1,-1,-1,-1,0,-1,0
0,3,24,-2,-2,-2,-2,-2,-2,0
0,4,24,1,2,3,2,-1,0,0
0,4,24,0,0,0,0,0,-1,0
0,3,24,0,0,0,0,0,0,0
0,3,24,0,0,0,0,0,0,0
0,4,24,0,0,0,0,2,0,0
0,4,25,-1,-1,0,0,0,0,0
0,4,25,1,2,-1,-1,-1,-1,0
0,3,26,-1,0,0,0,0,0,0
0,2,26,0,0,0,0,0,0,0
0,1,22,0,0,0,0,0,-2,1
0,2,23,2,0,0,2,0,0,1
0,4,23,1,2,2,2,2,2,1
0,2,22,2,2,2,0,0,0,0
0,3,23,1,2,2,-1,-1,-2,0
0,4,24,0,0,0,0,0,2,0
0,3,24,3,2,2,2,0,0,1
0,4,24,-1,-1,-2,-2,-1,-1,0
0,4,25,2,0,0,0,0,0,1
0,3,25,0,0,0,0,0,0,0
0,3,26,-2,-2,-2,-2,-2,-2,0
0,3,26,1,2,0,0,0,0,0
0,4,25,-2,-2,-2,-2,-2,-2,0
0,4,25,2,0,0,0,0,0,1
0,4,25,2,2,2,2,2,2,1
0,3,25,-2,-2,-2,-2,-2,-2,0
0,3,26,0,0,0,0,0,0,0
0,4,26,-1,-1,-1,-1,-1,-1,0
0,4,26,1,2,2,2,2,2,1
0,3,26,0,0,0,0,0,0,0
0,3,27,-1,-1,0,0,0,0,0
0,3,27,0,0,0,0,0,0,0
0,4,27,-2,-2,-2,-2,-2,-2,0
0,3,27,0,0,0,0,0,0,0
0,3,27,0,0,0,0,0,0,0
0,4,27,0,0,0,0,2,2,0
0,4,22,2,2,0,0,0,0,0
0,4,23,0,0,0,0,0,0,0
0,3,23,-1,-1,-2,-1,-1,-1,0
0,4,24,0,0,0,0,0,0,0
0,3,24,0,0,0,0,0,0,0
0,3,22,0,0,0,0,0,0,0
0,3,23,-1,-1,-1,0,-1,-1,0
0,4,24,0,0,0,0,0,0,0
0,4,24,3,2,2,2,2,2,1
0,3,24,0,0,0,0,0,0,0
0,1,26,0,0,0,0,-2,-2,0
0,4,23,-1,-1,-1,0,-1,-1,0
0,4,25,0,0,-1,-1,-1,0,1
0,4,23,2,0,0,0,0,0,1
0,2,23,0,0,0,0,0,0,0
0,4,23,1,-1,-1,-1,-1,-1,0
0,4,25,0,0,2,0,0,2,0
0,3,23,0,0,0,2,0,0,0
0,3,24,0,0,0,0,0,0,0
0,4,24,-2,-2,-2,-1,0,0,0
0,4,25,0,0,0,0,0,0,0
0,4,23,0,0,0,0,0,0,0
0,3,24,0,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,0
0,4,24,0,0,0,0,0,0,0
0,3,23,-1,-1,-1,-1,-1,0,0
0,4,23,0,0,0,0,0,0,0
0,4,24,1,-2,-2,-2,-1,-1,0
0,3,24,0,0,0,0,0,0,1
0,2,25,0,0,0,0,0,0,0
0,4,25,0,0,0,2,0,0,0
0,3,27,-2,-1,-1,-1,-1,-2,0
0,1,27,0,0,0,0,0,0,0
0,3,30,1,-2,-2,-2,-2,-2,0
0,2,25,-2,-2,-2,-2,-2,-2,0
0,4,25,0,0,0,0,0,0,0
0,4,24,0,0,0,0,0,0,0
0,3,25,0,0,0,0,0,0,0
0,3,25,-1,2,2,-2,-2,-2,0
0,4,25,0,0,0,0,0,0,0
0,2,25,0,-1,-1,-1,-1,-1,0
0,4,25,2,0,0,0,2,2,1
0,4,26,2,0,0,0,0,0,0
0,3,23,0,0,0,0,0,0,0
0,1,24,-2,-2,-1,-1,0,0,0
0,2,26,1,3,2,0,0,0,0
0,3,26,0,0,0,0,0,0,0
0,3,23,3,2,2,0,0,0,1
0,4,23,1,3,2,2,2,2,0
0,4,23,-1,-1,-1,-1,-1,0,0
0,4,23,0,0,0,-1,-1,-1,0
0,2,23,0,0,0,0,0,2,0
0,3,23,0,0,0,0,0,0,0
0,2,42,0,0,0,0,0,0,0
0,4,24,-1,-1,0,-1,-1,-1,0
0,4,24,1,2,2,2,2,2,1
0,2,24,1,2,0,0,0,0,0
0,3,26,1,-1,0,0,0,0,0
0,4,26,0,0,0,0,0,2,0
0,4,21,0,0,0,0,0,0,0
0,4,21,0,0,0,0,0,0,0
0,3,22,0,0,0,0,0,0,0
0,3,22,0,0,0,0,0,0,0
0,4,23,0,0,0,0,-1,0,1
0,2,26,2,3,2,0,0,0,0
0,4,27,0,0,0,0,0,0,0
0,3,22,2,2,0,0,0,0,1
0,4,26,0,0,0,0,0,0,0
0,2,25,0,0,0,0,0,-1,0
0,4,26,1,-2,-2,-2,-2,-2,0
0,3,26,-1,0,0,0,0,0,0
0,3,26,-1,-1,-1,-1,-1,-1,0
0,3,26,0,0,0,0,0,0,1
0,2,24,0,0,0,0,0,0,0
0,3,23,-1,-1,-1,-1,-1,0,0
0,3,23,-2,-2,-2,-2,-2,-2,0
0,2,21,0,0,0,0,2,0,0
0,3,23,-1,0,0,0,0,0,0
0,4,23,0,0,0,0,0,0,0
0,2,24,2,0,0,0,0,0,1
0,3,24,2,2,2,2,0,0,1
0,4,23,0,0,-1,0,0,0,0
0,4,24,0,0,2,0,0,2,1
0,4,24,0,0,0,-1,-1,-1,0
0,3,23,-2,-2,-2,-2,-2,-2,0
0,3,23,0,0,0,0,0,0,0
0,3,24,0,0,2,-1,-1,0,0
0,3,23,1,2,-1,-1,-1,-1,0
0,4,25,-1,-1,-1,-1,-1,-1,0
0,4,24,0,0,0,0,0,0,0
0,4,24,0,0,-1,-1,-1,-1,0
0,4,22,1,2,2,-2,-2,-2,0
0,3,24,0,0,0,0,0,0,0
0,4,24,0,0,0,0,0,0,0
0,3,24,-2,-2,-2,-2,-2,-2,0
0,3,24,1,2,2,0,0,2,0
0,4,25,0,0,0,0,0,0,0
0,3,23,0,0,0,0,0,0,0
0,3,24,-2,-2,-2,-2,-2,-2,0
0,4,24,0,0,0,0,0,0,1
0,4,24,-1,-1,-1,-1,-1,-2,1
0,4,24,0,0,0,0,0,2,0
0,3,24,0,-1,-1,2,0,0,0
0,4,24,-2,-2,-2,-2,-2,-2,0
0,3,24,0,0,0,0,0,0,0
0,3,25,1,-1,-1,-1,-1,-1,0
0,4,25,0,0,0,0,0,0,0
0,2,25,0,0,0,0,0,0,0
0,4,25,-2,-2,-2,-2,-2,-2,0
0,1,25,-1,-1,-1,-1,-2,-2,1
0,3,25,0,0,0,0,0,0,0
0,4,25,2,2,-2,-2,-2,-2,0
0,3,26,0,0,0,0,0,0,0
0,3,24,-2,-2,-2,-2,-2,-2,0
0,3,24,2,-1,2,0,0,0,1
0,4,24,0,0,0,0,0,2,0
0,4,25,-1,-1,-1,0,0,0,0
0,4,25,0,0,0,-2,-1,0,0
0,4,25,0,0,0,0,0,2,1
0,3,25,0,0,0,0,0,0,0
0,4,25,0,0,0,0,-2,-2,0
0,3,25,1,-1,-1,-2,-1,0,1
0,3,25,0,0,0,0,0,0,0
0,3,25,0,-1,-1,-1,-2,-2,0
0,2,25,0,0,0,0,0,0,0
0,4,25,1,-2,-2,-2,-2,-2,0
0,4,25,-1,-1,-1,-1,0,0,1
0,3,26,1,2,-1,-1,-1,2,0
0,3,26,-2,-2,-2,-2,-2,-2,0
0,4,26,2,2,2,2,0,0,1
0,3,25,1,-2,-2,-2,-2,-1,0
0,1,27,0,0,0,0,0,0,0
0,4,24,0,0,0,0,0,0,0
0,2,24,0,0,0,0,0,0,0
0,3,25,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,4,25,-1,-1,-1,-1,-1,-1,0
0,4,25,0,0,0,0,0,0,0
0,3,25,-1,-1,-1,-1,-1,-1,0
0,3,25,2,2,3,2,2,2,1
0,3,25,0,0,-1,0,0,0,0
0,2,24,-1,-1,-1,2,-1,-1,0
0,1,25,0,0,0,0,0,0,0
0,2,25,0,0,0,0,0,0,1
0,3,26,-2,-2,-2,-2,-2,-2,0
0,3,26,0,0,-2,-2,-2,-2,0
0,4,26,0,0,0,0,0,0,0
0,4,26,0,0,0,0,0,0,0
0,4,26,2,0,0,0,2,0,1
0,2,26,2,0,0,0,0,0,1
0,4,24,3,2,3,2,3,2,1
0,3,24,0,0,0,0,0,2,0
0,3,25,0,0,0,0,0,0,0
0,4,26,1,-2,-1,-1,-2,-2,0
0,4,25,2,0,0,0,0,0,1
0,3,26,0,0,0,0,0,0,0
0,3,26,0,0,0,0,0,0,0
0,4,26,0,0,0,0,0,0,1
0,3,26,0,0,2,2,-1,2,0
0,3,27,0,0,0,0,0,0,0
0,3,25,-1,-1,-2,-2,-2,-2,0
0,2,26,-1,2,-1,2,2,-2,0
0,4,24,0,0,0,0,0,0,0
0,3,25,-1,-1,-1,0,0,0,0
0,2,26,0,0,0,0,0,0,0
0,3,26,0,0,0,0,0,0,0
0,3,26,-2,-1,-1,0,0,0,0
0,3,27,-1,-1,2,2,-1,-1,0
0,4,29,-1,-1,-1,-1,-1,0,0
0,4,27,1,-2,-2,-2,-2,-2,1
0,3,27,-1,-1,2,0,0,0,0
0,3,27,0,0,0,0,0,0,0
0,4,27,2,0,0,0,0,2,1
0,4,27,0,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,1
0,3,23,0,0,0,0,0,0,0
0,1,24,0,0,0,0,0,0,0
0,4,24,0,0,0,0,0,0,1
0,4,24,0,0,0,0,0,-2,0
0,4,24,1,2,3,2,2,2,0
0,4,24,0,0,0,0,-1,-1,0
0,4,26,0,0,0,0,0,-1,0
0,4,27,0,0,0,0,0,0,1
0,3,25,0,0,0,-1,0,0,0
0,4,25,0,0,0,0,0,0,1
0,4,25,0,0,0,0,0,0,0
0,3,26,2,0,0,2,2,2,1
0,4,27,0,0,0,0,0,0,0
0,3,27,-1,0,0,0,0,0,0
0,3,27,-1,-1,-1,0,0,0,0
0,1,27,0,0,0,0,0,0,0
0,4,26,1,2,0,0,0,2,0
0,4,26,0,0,0,0,-1,0,1
0,4,27,0,0,0,0,0,0,0
0,4,27,0,0,0,0,0,0,0
0,3,27,1,-1,-1,-1,-1,-1,0
0,2,27,0,0,-2,-1,-1,-2,0
0,2,26,0,0,0,0,0,0,0
0,3,26,-2,-2,-2,-2,-2,-2,0
0,4,26,0,0,0,0,0,0,0
0,3,27,0,0,0,-1,0,0,0
0,3,27,0,0,0,0,0,0,0
0,3,27,0,-1,0,-1,-1,-1,0
0,4,25,0,0,0,0,0,2,1
0,4,26,1,2,0,0,-2,-2,0
0,3,26,-1,-1,-1,-1,-2,-1,0
0,3,26,0,0,2,0,0,0,0
0,3,27,1,-2,-1,2,2,-1,0
0,2,26,0,0,0,0,0,0,0
0,4,24,-1,-1,-1,-1,0,-1,0
0,4,25,0,0,0,-1,0,-1,0
0,3,25,0,0,-1,0,0,0,0
0,3,27,1,-2,-2,-2,-2,-2,0
0,4,23,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,4,26,1,-1,2,2,-2,-2,0
0,3,24,0,0,0,0,0,0,0
0,3,24,0,0,0,0,-1,-1,0
0,4,26,0,0,2,0,0,0,0
0,4,22,2,-1,-1,-1,-1,-1,0
0,2,26,-1,-1,-1,-1,-1,-1,0
0,1,26,1,-1,2,-1,-1,-1,0
0,2,27,0,0,0,0,0,0,0
0,3,27,0,0,0,0,0,0,0
0,3,28,2,0,0,0,0,0,1
0,3,25,0,0,0,0,0,0,0
0,4,26,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,1
0,3,25,0,0,0,0,0,0,0
0,4,26,0,0,0,0,0,0,1
0,3,26,1,2,2,2,2,2,1
0,4,27,0,0,0,0,0,0,0
0,4,27,-1,-1,-1,-1,-1,0,0
0,4,27,0,0,2,0,0,0,0
0,4,25,0,-1,2,0,0,0,0
0,4,27,1,-1,-1,-1,-1,-1,0
0,4,27,0,0,0,0,0,0,0
0,3,27,0,0,0,0,0,0,0
0,3,27,0,0,0,2,2,2,1
0,4,27,2,2,2,2,0,0,1
0,3,27,0,0,0,0,0,0,0
0,3,27,-1,-1,-1,-1,-2,-2,0
0,3,27,-1,-1,-1,-1,0,0,0
0,2,27,-1,-1,-1,-1,-1,-1,0
0,4,27,0,0,0,0,0,0,0
0,4,27,-2,-2,-2,-2,-2,-1,0
0,4,27,0,0,0,0,0,0,0
0,4,27,-1,-1,-1,-1,-1,-1,0
0,4,23,0,0,0,0,2,0,0
0,4,24,0,0,0,0,0,0,0
0,3,24,0,0,2,0,-1,-1,0
0,4,22,-1,0,-1,-1,-1,-1,0
0,4,23,1,2,2,2,2,2,1
0,3,23,0,0,0,0,0,0,0
0,4,28,0,0,0,0,0,2,0
0,4,23,3,2,2,-1,-1,-2,1
0,4,24,-1,0,-1,2,2,-2,0
0,4,24,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,1
0,3,24,0,-1,0,0,-1,-1,1
0,4,25,-2,-2,-2,-2,-2,-2,0
0,4,27,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,4,26,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,3,29,-2,-2,-2,-2,-2,-2,0
0,3,28,-1,-1,-1,-1,-1,-1,0
0,3,29,0,0,0,0,0,0,0
0,1,27,0,0,0,0,0,0,0
0,4,27,0,0,0,0,0,2,0
0,3,27,0,0,0,0,0,0,0
0,3,27,1,-2,-2,-2,-2,-2,0
0,4,27,0,0,0,0,0,0,0
0,3,27,-1,-1,-1,-1,-1,-1,0
0,4,27,0,0,0,0,0,0,0
0,3,27,1,2,2,2,0,0,1
0,3,27,-1,-1,-2,-1,-1,-2,0
0,4,27,0,0,2,0,0,0,1
0,4,27,0,0,0,-1,-1,-1,0
0,3,27,-1,-1,-1,-1,-1,-1,0
0,4,27,-1,-1,2,0,0,0,0
0,3,27,-2,-2,-2,-2,-2,-2,1
0,4,27,-1,-1,-1,0,-1,-1,0
0,4,27,1,-2,-1,-1,-2,-2,1
0,2,28,0,-1,-1,-1,-1,0,0
0,2,28,0,0,0,0,0,0,0
0,3,28,-1,2,-1,2,0,-1,1
0,2,28,-1,-1,-1,-1,-1,-1,0
0,3,28,0,0,0,0,0,0,0
0,2,28,0,0,2,2,0,0,1
0,3,27,-2,-2,-2,-2,-2,-2,1
0,4,27,0,0,2,2,2,2,0
0,3,26,0,0,0,0,0,0,0
0,4,27,-1,-1,-1,2,-1,-1,0
0,3,27,-1,-1,-1,-1,-1,-1,0
0,3,27,0,0,0,0,0,0,0
0,3,28,-2,-2,-2,-2,-2,-2,0
0,4,27,0,0,0,0,0,0,1
0,3,28,0,-1,-1,0,0,0,0
0,2,28,3,2,2,7,7,7,1
0,4,27,-1,-1,-1,-1,0,0,0
0,3,27,-2,-2,-2,-1,0,0,0
0,4,27,-1,-1,0,0,0,0,0
0,3,28,0,0,0,0,0,0,0
0,4,28,0,0,0,0,0,0,0
0,4,28,0,0,0,0,0,0,0
0,4,28,0,0,0,0,-2,-2,0
0,4,28,-2,-2,-2,-2,-2,-2,0
0,3,28,0,0,0,0,0,0,0
0,4,28,0,0,0,-1,0,0,0
0,4,24,0,0,2,2,2,2,0
0,4,23,2,2,0,0,0,0,1
0,4,24,0,0,0,0,0,0,0
0,4,25,2,0,0,0,0,0,1
0,4,24,0,0,0,0,0,0,0
0,4,25,2,2,2,0,0,0,0
0,4,27,0,0,0,0,0,0,0
0,3,27,0,0,0,0,0,0,0
0,4,27,0,0,0,0,0,0,0
0,4,27,1,2,0,0,0,0,0
0,2,27,-1,2,-1,-1,0,-1,1
0,4,28,0,0,0,0,0,-1,0
0,3,28,0,0,0,0,2,2,0
0,2,28,-1,-1,-1,-1,-1,2,0
0,4,28,0,0,2,2,2,2,1
0,3,29,-1,-1,-1,-1,0,0,0
0,3,29,1,-1,-1,-1,-2,-2,0
0,4,29,-1,-1,-1,-1,0,0,0
0,3,29,0,0,0,0,0,0,0
0,4,29,0,0,0,0,0,0,0
0,3,29,-1,2,-1,-1,0,0,0
0,4,29,0,0,0,0,-1,0,0
0,3,26,0,0,0,0,0,0,0
0,3,26,0,0,0,0,0,0,0
0,4,27,0,0,0,0,0,0,0
0,3,27,-2,-2,-2,-2,-2,-2,0
0,3,27,0,0,0,2,0,0,0
0,4,27,0,0,0,0,0,0,0
0,4,28,0,0,0,0,0,0,0
0,4,28,0,0,2,2,0,0,0
0,3,28,-2,-2,-2,-2,-2,-2,0
0,4,29,0,-1,-1,-2,-1,-1,0
0,3,29,-2,-1,2,-1,-1,-1,0
0,3,26,-1,0,-1,-1,-1,-1,0
0,3,27,0,0,0,0,0,0,1
0,3,27,1,-2,-2,-1,-1,-1,0
0,3,24,0,0,0,-1,-1,0,0
0,4,28,0,0,0,0,0,0,0
0,3,28,0,-1,-1,-1,-1,-1,0
0,4,28,2,2,2,2,2,0,1
0,4,29,2,2,2,2,0,0,1
0,4,27,0,0,0,2,0,0,0
0,3,27,-1,0,0,-1,-1,0,1
0,4,24,0,0,-2,-1,-1,-2,0
0,3,25,0,0,0,0,2,2,0
0,4,26,0,0,0,0,2,0,0
0,3,27,-1,-1,-1,-1,-1,-1,0
0,4,27,0,0,0,0,0,0,0
0,4,27,0,0,0,-1,-1,-1,0
0,4,25,0,0,2,0,0,0,0
0,4,25,0,0,0,0,0,0,1
0,3,26,1,-2,-2,-1,-1,-1,0
0,4,26,0,0,0,0,0,0,0
0,3,27,1,-1,-1,-1,0,0,0
0,3,27,0,0,0,0,0,0,0
0,4,29,0,0,0,0,0,0,0
0,3,29,0,0,0,-1,0,0,0
0,3,28,0,0,0,0,0,0,0
0,3,28,0,0,0,0,0,0,0
0,3,28,0,0,0,-2,-2,-2,0
0,3,28,0,0,0,0,-1,-1,0
0,4,28,0,0,0,0,0,0,0
0,3,28,0,0,0,0,0,0,0
0,3,28,0,0,0,0,0,0,0
0,4,28,-1,-1,-1,-1,-1,-1,0
0,3,28,0,0,0,0,-1,0,0
0,4,28,0,0,0,0,0,0,0
0,2,28,-1,-1,0,0,0,0,0
0,1,24,0,0,0,0,0,-1,0
0,3,25,-1,-1,-1,-1,-1,-1,0
0,2,25,0,0,0,0,0,0,0
0,3,25,1,-2,-2,-2,-2,-1,0
0,3,24,0,0,0,0,0,0,0
0,2,25,0,-1,-1,-1,-1,-1,0
0,3,25,0,0,0,0,0,0,0
0,3,25,0,0,0,0,0,0,0
0,4,28,-1,2,-1,-1,-1,-1,1
0,4,28,-1,-1,-1,-1,-1,-1,0
0,4,29,0,0,0,-1,-1,-1,0
0,3,29,-1,-1,-1,-1,-1,-1,0
0,4,28,1,-1,-1,-1,-1,-1,0
0,4,29,1,2,2,2,0,0,0
0,2,29,0,0,0,0,-1,0,0
0,3,29,-2,-2,-1,-1,-2,-2,0
0,3,29,2,2,-2,-2,-2,-2,0
0,4,29,1,2,0,0,0,0,0
0,3,27,0,0,0,0,0,0,0
0,3,27,-1,-1,-2,-2,-2,-2,0
0,4,27,0,0,0,0,0,0,0
0,2,28,2,2,2,2,2,2,0
0,3,28,0,0,0,0,0,0,0
0,4,28,0,0,-1,0,0,0,0
0,3,29,0,0,0,3,3,2,0
0,4,29,-1,-1,-1,-2,-2,-2,1
0,2,27,-1,-1,-1,-1,-1,-1,1
0,3,26,-1,-1,-1,0,0,0,0
0,3,26,-1,-1,-1,-1,-1,-1,1
0,3,27,-1,0,-1,-1,-1,-2,0
0,4,28,0,0,0,0,0,0,0
0,4,23,0,0,0,0,0,0,0
0,4,23,0,0,0,0,0,0,0
0,3,26,0,0,0,0,0,0,0
0,4,29,0,-1,-1,-1,0,-1,0
0,4,27,0,0,0,0,0,0,0
0,3,28,0,0,2,0,0,0,0
0,4,28,0,0,0,0,0,0,0
0,3,29,0,0,0,0,0,0,0
0,4,29,0,0,2,2,2,2,0
0,4,29,-1,-1,-2,-1,0,0,0
0,4,28,2,0,0,2,2,2,1
0,3,28,1,-1,-1,-1,-1,-1,0
0,3,28,0,0,0,2,2,2,0
0,3,27,-2,-2,-2,-2,-2,-2,1
0,3,27,0,0,0,2,0,0,0
0,3,28,0,0,0,0,0,0,0
0,4,29,0,0,0,0,0,0,0
0,4,28,-1,0,0,0,0,0,0
0,4,28,-1,-1,-1,-1,-1,-1,0
0,3,28,0,0,2,2,-1,-1,0
0,4,28,0,0,2,0,0,0,1
0,4,29,0,0,0,0,0,0,0
0,3,28,0,0,0,0,0,0,0
0,3,28,1,-2,-2,-2,-2,-2,1
0,4,28,2,2,2,2,2,2,1
0,3,29,-2,-2,-2,-2,-2,-2,0
0,4,29,0,0,0,0,0,0,0
0,3,29,1,-1,0,0,-1,-1,0
0,3,29,0,0,0,-1,0,-1,0
0,4,28,0,0,0,0,0,0,0
0,4,28,0,0,0,0,0,0,0
0,2,28,0,0,0,0,0,0,1
0,3,29,0,0,0,0,0,0,0
0,4,29,0,0,0,0,0,0,0
0,4,29,0,0,0,-1,-1,-1,0
0,4,28,-1,-1,-1,-1,-1,-1,0
0,3,29,0,0,0,0,0,0,0
0,4,28,2,2,2,2,2,0,1
0,4,30,-1,-1,0,0,-1,-1,0
0,4,30,0,-1,-1,-1,-1,-1,0
0,3,29,-1,-1,-1,-1,0,0,0
0,4,29,2,0,0,0,0,0,1
0,4,31,0,0,0,0,0,0,0
0,4,31,-1,-1,-1,-1,0,-1,0
0,3,30,2,2,0,0,0,0,0
0,3,28,-2,-2,-2,-2,-2,-2,0
0,3,29,-2,-2,-2,-2,-2,-2,0
0,3,29,0,0,0,0,0,0,0
0,4,29,-1,-1,2,-1,-1,-1,0
0,4,29,2,0,0,0,0,0,1
0,4,29,0,0,0,-1,-1,-1,0
0,4,29,-1,-1,-1,-1,-1,-1,0
0,4,29,0,0,0,0,0,0,0
0,4,26,0,0,0,0,0,0,0
0,4,26,3,2,2,2,2,2,1
0,3,27,-1,-1,-1,-1,-1,-2,1
0,4,29,0,0,0,0,0,0,0
0,3,28,0,0,0,0,0,0,0
0,4,28,0,0,0,2,0,0,0
0,2,24,0,0,0,0,0,0,0
0,4,23,0,0,0,0,2,2,0
0,1,22,1,2,0,0,0,0,0
0,3,24,1,-1,-1,-1,-1,-1,0
0,3,22,1,2,2,-1,-1,-1,0
0,4,23,0,0,0,0,0,0,0
0,3,23,0,0,0,0,0,0,0
0,4,42,-2,-2,-2,-2,-2,-2,0
0,4,25,1,2,0,0,0,0,0
0,4,24,0,0,0,0,0,0,0
0,3,24,0,0,0,-1,-1,-1,0
0,3,25,0,0,0,0,0,0,0
0,3,28,0,0,0,0,0,0,0
0,3,26,2,-1,-1,0,0,-1,0
0,4,29,0,0,0,0,0,0,0
0,3,29,-2,-2,-2,-2,-2,-2,1
0,3,29,0,0,0,0,0,0,0
0,4,29,-2,-2,-2,-2,-1,-1,0
0,3,29,1,2,0,-1,0,0,0
0,4,29,-1,-1,-1,-1,-1,-1,0
0,3,29,-2,-1,2,-1,-1,-1,0
0,4,29,-2,-2,-2,-2,-2,-2,0
0,3,30,-2,-2,-2,-2,-2,-2,0
0,4,30,2,0,0,0,0,0,1
0,4,30,0,0,0,0,0,0,0
0,4,30,-1,2,-1,2,0,0,0
0,3,30,0,0,0,2,0,0,0
0,3,30,0,0,0,0,0,0,0
0,3,29,1,-1,-1,-2,-1,-1,0
0,3,29,-1,-1,0,-1,-1,-2,0
0,3,29,-2,-2,-2,-2,-2,-2,0
0,4,29,0,0,0,0,0,0,0
0,2,29,-1,-1,-1,-2,-2,-1,0
0,3,29,1,-2,-2,-2,-2,-2,0
0,4,29,2,0,0,0,0,0,1
0,3,30,1,-1,2,-1,-1,-1,0
0,3,27,0,0,0,0,0,0,0
0,3,27,-1,-1,2,-1,-1,-1,0
0,4,27,0,0,0,0,0,0,0
0,4,28,2,2,2,0,0,0,1
0,4,30,0,0,0,2,0,0,0
0,3,28,0,0,0,0,0,0,0
0,4,31,0,0,-1,0,0,0,0
0,4,33,0,0,0,0,0,0,0
0,4,27,0,-1,-1,-2,-2,-2,1
